Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Muy bien ,  llegó en buen estado ,buena calidad de fotos",bien llegar buen buen calidad foto,1,"['bien', 'llegar', 'buen', 'buen', 'calidad', 'foto']",2,0,Camara,"12,21,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Igual a la foto y corresponde a la calidad esperada,igual foto corresponder calidad esperado,0,"['igual', 'foto', 'corresponder', 'calidad', 'esperado']",2,0,Camara,"9,4,27,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Es más pequeño de lo que pensé,pequeño pensar,0,"['pequeño', 'pensar']",1,0,Bateria,"266,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,Toma buenas fotos,tomar buena foto,1,"['tomar', 'buena', 'foto']",2,0,Camara,"113,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Todo bien,bien,0,['bien'],0,0,Rendimiento,"12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Todo corresponde pero debería venir con el cargador completo, ya que solo está el cable le falta ella cabeza para conectar en em interruptor",corresponder deber venir cargador completo solo cable faltar cabeza conectar interruptor,0,"['corresponder', 'deber', 'venir', 'cargador', 'completo', 'solo', 'cable', 'faltar', 'cabeza', 'conectar', 'interruptor']",1,-1,Bateria,"27,203,26,54,192,66,131,592,667,606,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El tamaño del equipo es perfecto considerando que lo utilizo normalmente en los bolsillos traseros del pantalón. La capacidad de almacenaje es muy buena ya que puedo guardar una gran cantidad de fotos y videos sin saturarlo. Pese a que mantengo una gran cantidad de aplicaciones abiertas al mismo tiempo, el equipo funciona bastante rápido y sin pausas. La cámara funciona muy bien y las fotos son excelentes.",tamaño equipo perfecto considerar utilizo normalmente bolsillo trasero pantalón capacidad almacenaje buen poder guardar gran cantidad foto video saturar él pese mantengo gran cantidad aplicación abierto mismo tiempo equipo funcionar bastante rápido pausa cámaro funcionar bien foto excelente,1,"['tamaño', 'equipo', 'perfecto', 'considerar', 'utilizo', 'normalmente', 'bolsillo', 'trasero', 'pantalón', 'capacidad', 'almacenaje', 'buen', 'poder', 'guardar', 'gran', 'cantidad', 'foto', 'video', 'saturar', 'pese', 'mantengo', 'gran', 'cantidad', 'aplicación', 'abierto', 'mismo', 'tiempo', 'equipo', 'funcionar', 'bastante', 'rápido', 'pausa', 'cámaro', 'funcionar', 'bien', 'foto', 'excelente']",1,-1,Bateria,"7,8,16,408,863,956,409,454,878,96,1058,1,61,596,160,867,4,211,1230,880,1229,160,867,132,423,95,40,8,43,75,10,1217,76,43,12,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Un excelente producto, con las mejores condiciones. Lo pedí en azul marino y me quedó super elegante.",excelente producto mejor condición pedí azul marino quedar super elegante,1,"['excelente', 'producto', 'mejor', 'condición', 'pedí', 'azul', 'marino', 'quedar', 'super', 'elegante']",0,1,Rendimiento,"6,3,32,49,407,444,1214,187,73,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"El pedido llego en buen estado, sellado y rápido, es completamente nuevo. Ya llevo usándolo unos días y sinceramente me gusta mucho, las fotos también salen muy bien, estoy feliz con este equipo",pedido llego buen sellado rápido completamente nuevo llevar usándolo día sinceramente gustar foto salir bien feliz equipo,1,"['pedido', 'llego', 'buen', 'sellado', 'rápido', 'completamente', 'nuevo', 'llevar', 'usándolo', 'día', 'sinceramente', 'gustar', 'foto', 'salir', 'bien', 'feliz', 'equipo']",0,0,Rendimiento,"188,15,1,59,10,304,60,206,341,28,748,72,4,204,12,107,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy buena calidad, tal cual las fotos y lo que elegí. Es mi primer iPhone, vengo de Android de toda la vida, quedé fascinado. La cámara trasera y frontal son buenísimas, los parlantes muy buenos, me sorprendieron para bien. El tamaño para mí al menos, es perfecto, por eso también existe la versión mini para quien lo prefiera, sin duda lo recomiendo, producto de muy buena calidad.",buen calidad tal foto elegí primero iphone venir android todo vida quedé fascinado cámara trasero frontal buenísima parlant buen sorprender bien tamaño menos perfecto existir versión mini preferir duda recomeir producto buen calidad,1,"['buen', 'calidad', 'tal', 'foto', 'elegí', 'primero', 'iphone', 'venir', 'android', 'vida', 'quedé', 'fascinado', 'cámara', 'trasero', 'frontal', 'buenísima', 'parlant', 'buen', 'sorprender', 'bien', 'tamaño', 'menos', 'perfecto', 'existir', 'versión', 'mini', 'preferir', 'duda', 'recomeir', 'producto', 'buen', 'calidad']",2,-1,Camara,"1,2,11,4,528,185,35,26,218,571,508,372,20,454,641,967,1263,1,381,12,7,208,16,784,248,945,805,228,45,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es un excelente teléfono, lo compré para mi polola de regalo y la calidad es excepcional. El sistema operativo es muy bueno, no se pega nunca, la calidad general del teléfono es premium, pantalla excelente para juegos y contenido multimedia y las cámaras de lo mejor del mercado, sensores muy buenos que dan fotos con una excelente nitidez y colores vivos. Recomendado al 100%.",excelente teléfono comprar polola regalo calidad excepcional sistema operativo bueno pegar nunca calidad general teléfono premium pantalla excelente juegos contenido multimedia cámara mejor mercado sensor buen dar foto excelente nitidez color vivo recomendado,1,"['excelente', 'teléfono', 'comprar', 'polola', 'regalo', 'calidad', 'excepcional', 'sistema', 'operativo', 'bueno', 'pegar', 'nunca', 'calidad', 'general', 'teléfono', 'premium', 'pantalla', 'excelente', 'juegos', 'contenido', 'multimedia', 'cámara', 'mejor', 'mercado', 'sensor', 'buen', 'dar', 'foto', 'excelente', 'nitidez', 'color', 'vivo', 'recomendado']",1,-1,Bateria,"6,33,64,1254,101,2,570,167,281,17,1245,156,2,249,33,561,38,6,255,1236,897,20,32,616,1156,1,151,4,6,389,13,1153,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Es un IPhone. En cuanto a funcionalidad e interfaz el cambio no es relevante frente a sus antecesores, rápido, excelente cámara, excelente sonido para un uso medio, más laboral y RRSS que uso multimedia la batería dura 1,5 días sin problemas en promedio. Detalles a mejorar, el precio es demasiado elevado, no es compatible con Google Pay, y Apple Pay aún no llega a Chile.",iphone cuanto funcionalidad interfaz cambio relevante frente antecesor rápido excelente cámara excelente sonido uso medio laboral rrs uso multimedia batería duro día problema promedio detall mejorar precio demasiado elevado compatible google pay apple pay aún llegar chile,0,"['iphone', 'cuanto', 'funcionalidad', 'interfaz', 'cambio', 'relevante', 'frente', 'antecesor', 'rápido', 'excelente', 'cámara', 'excelente', 'sonido', 'uso', 'medio', 'laboral', 'rrs', 'uso', 'multimedia', 'batería', 'duro', 'día', 'problema', 'promedio', 'detall', 'mejorar', 'precio', 'demasiado', 'elevado', 'compatible', 'google', 'pay', 'apple', 'pay', 'aún', 'llegar', 'chile']",1,-1,Bateria,"35,212,355,521,183,1917,1916,901,10,6,20,6,184,91,104,512,1911,91,897,56,41,28,74,1910,658,610,24,157,929,662,664,770,55,770,224,21,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"El equipo cumple las expectativas descritas por la marca en varios sentidos:- Imagen y/o resolución.- Velocidad. (procesador)- Fotografía (Alta calidad de imagen), lo que sin duda ya no tienes necesidad de llevar otro aparato para la captura de momentos inolvidables.- Almacenamiento ideal.- Peso y tamaño ideal para el bolsillo.- Batería de alta duración.",equipo cumplir expectativa descrito marcar varios imagen resolución velocidad procesador fotografía alto calidad imagen dudar necesidad llevar aparato capturo momento inolvidable almacenamiento ideal peso tamaño ideal bolsillo batería alto duración,0,"['equipo', 'cumplir', 'expectativa', 'descrito', 'marcar', 'varios', 'imagen', 'resolución', 'velocidad', 'procesador', 'fotografía', 'alto', 'calidad', 'imagen', 'dudar', 'necesidad', 'llevar', 'aparato', 'capturo', 'momento', 'inolvidable', 'almacenamiento', 'ideal', 'peso', 'tamaño', 'ideal', 'bolsillo', 'batería', 'alto', 'duración']",1,1,Bateria,"8,19,36,253,920,297,31,125,236,140,141,122,2,31,274,366,206,457,1713,58,1722,152,127,365,7,127,409,56,122,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Buen bueno y elegante,buen bueno elegante,1,"['buen', 'bueno', 'elegante']",2,0,Camara,"1,17,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto es idéntico a la imagen, yo pase de un iPhone 11 a un 13 y el cambio en lo que respecta a la batería si se nota, en cuanto el peso es un poco más ligero y cómodo al ver cuadrado los bordes. Solo recomiendo que el adaptador de carga que usen intente que sea original o uno de buena cálida porque se traba un poco con adaptadores de mala calidad",producto idéntico imagen pasar iphonar cambio respecto batería noto cuanto peso ligero cómodo ver cuadrado borde solo recomeir adaptador carga usen intentar original buen cálida trar adaptador malo calidad,0,"['producto', 'idéntico', 'imagen', 'pasar', 'iphonar', 'cambio', 'respecto', 'batería', 'noto', 'cuanto', 'peso', 'ligero', 'cómodo', 'ver', 'cuadrado', 'borde', 'solo', 'recomeir', 'adaptador', 'carga', 'usen', 'intentar', 'original', 'buen', 'cálida', 'trar', 'adaptador', 'malo', 'calidad']",1,1,Bateria,"3,123,31,327,34,183,276,56,546,212,365,207,158,170,1727,1194,66,45,600,103,1726,1712,87,1,1721,1716,600,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 11 meses,Llevo dos meses y se queda pegado mi celular sin considerar que por capacidad no debiese tenia el iPhone XS que tenia menos capacidad y jamás me pasó eso el producto no tuvo golpes ni nada y aún así solo presenta fallas !!creo Justo el mío venía con fallas aún así recomiendo 100%. Apple y iPhone solo que el mío venía con fallas de origen,llevar dos mes quedar pegado celular considerar capacidad debiese tenia iphonar tenia menos capacidad jamás pasar producto golpe aún así solo presentar falla creer justo venir falla aún así recomeir apple iphone solo venir falla origen,-1,"['llevar', 'dos', 'mes', 'quedar', 'pegado', 'celular', 'considerar', 'capacidad', 'debiese', 'tenia', 'iphonar', 'tenia', 'menos', 'capacidad', 'jamás', 'pasar', 'producto', 'golpe', 'aún', 'así', 'solo', 'presentar', 'falla', 'creer', 'justo', 'venir', 'falla', 'aún', 'así', 'recomeir', 'apple', 'iphone', 'solo', 'venir', 'falla', 'origen']",1,-1,Bateria,"206,257,124,187,854,14,408,96,1714,217,34,217,208,96,852,327,3,841,224,166,66,323,216,401,150,26,216,224,166,45,55,35,66,26,216,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,El tamaño es tal cual en la descripción del producto,tamaño tal descripción producto,0,"['tamaño', 'tal', 'descripción', 'producto']",2,0,Camara,"7,11,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Considero que es un buen teléfono lindo y todo pero no se si valga mucho la pena por el precio, creo que aun esta demasiado elevado el precio y quizás sea un gasto mas o menos innecesario si tenés un buen celular y solo querés cambiarlo por cambiarlo.Hice retiro en tienda y creo que es la mejor opción a la hora de comprarlo",considerar buen teléfono lindo valga pena precio creer aun demasiado elevado precio quizás gasto mas menos innecesario tenés buen celular solo querés cambiar él cambiarlohice retiro tienda creer mejor opción horo comprar él,0,"['considerar', 'buen', 'teléfono', 'lindo', 'valga', 'pena', 'precio', 'creer', 'aun', 'demasiado', 'elevado', 'precio', 'quizás', 'gasto', 'mas', 'menos', 'innecesario', 'tenés', 'buen', 'celular', 'solo', 'querés', 'cambiar', 'cambiarlohice', 'retiro', 'tienda', 'creer', 'mejor', 'opción', 'horo', 'comprar']",1,-1,Bateria,"408,1,33,99,1788,268,24,401,178,157,929,24,1173,1794,100,208,1796,1799,1,14,66,1800,237,1752,370,169,401,32,154,1754,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Fue igual a la descripción,igual descripción,0,"['igual', 'descripción']",2,0,Camara,"9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Producto 100% recomendado,",producto recomendado,0,"['producto', 'recomendado']",0,0,Rendimiento,"3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Llegó dentro de la fecha y estaba todo ok. La único fome es que Apple cada vez te hacen comprar todos los accesorios por separado. Ya no trae audífonos, no trae el enchufe para el caegador solo trae el cable que por un lado es de 30 pines y por el otro es usb-C, por ende no sirve cualquiera adaptador de usb normal.",llegar dentro fecha único fome apple cada vez hacer comprar accesorio separado traer audífono traer enchufe caegador solo traer cable lado pín usbc ende servir cualquiera adaptador usb normal,0,"['llegar', 'dentro', 'fecha', 'único', 'fome', 'apple', 'cada', 'vez', 'hacer', 'comprar', 'accesorio', 'separado', 'traer', 'audífono', 'traer', 'enchufe', 'caegador', 'solo', 'traer', 'cable', 'lado', 'pín', 'usbc', 'ende', 'servir', 'cualquiera', 'adaptador', 'usb', 'normal']",1,-1,Bateria,"21,246,102,133,1756,55,254,199,48,64,371,1203,198,426,198,1015,1766,66,198,131,656,1771,1772,1773,550,373,600,829,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 6 meses,Estubo regular,estubo regular,0,"['estubo', 'regular']",2,0,Camara,"1022,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Liviano, elegante, muy rapido, sonido muy bueno, fácil de configurar si estas cambiando de iPhone, tiene una aplicación que lo hace solo y asi no pierdes nada, ni siquiera las fotos del whatsApp  que no hayas bajado a tu equipo antiguo.debes tener IOS14 eso si. iPhone siempre es sinónimo de calidad a largo plazo",liviano elegante rapido sonido bueno fácil configurar cambiar iphone aplicación hacer solo asi pierd siquiera foto whatsapp bajado equipo antiguodebes tener io iphonar siempre sinónimo calidad largo plazo,0,"['liviano', 'elegante', 'rapido', 'sonido', 'bueno', 'fácil', 'configurar', 'cambiar', 'iphone', 'aplicación', 'hacer', 'solo', 'asi', 'pierd', 'siquiera', 'foto', 'whatsapp', 'bajado', 'equipo', 'antiguodebes', 'tener', 'io', 'iphonar', 'siempre', 'sinónimo', 'calidad', 'largo', 'plazo']",1,-1,Bateria,"121,106,65,184,17,164,576,237,35,132,48,66,461,1767,1023,4,884,1761,8,1759,139,558,34,112,1753,2,483,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 años,"Nunca pude disfrutar del privilegio de tan connotado equipo, porque me hackearon facilmente la tarjeta CMR y el ladron se lo compró y ahora me llega un correo diciendome que cuente mi experiencia. No puedo hablar del telefono Pero no recomiendo la CMR, muy fácil de hackear, solo tome un Didi y listo.",nunca poder disfrutar privilegio tanto connotado equipo hackear facilmente tarjeta cmr ladron comprar ahora llegar correo diciendomar cuente experiencia poder hablar telefono recomeir cmr fácil hackear solo tomar didi listo,0,"['nunca', 'poder', 'disfrutar', 'privilegio', 'connotado', 'equipo', 'hackear', 'facilmente', 'tarjeta', 'cmr', 'ladron', 'comprar', 'ahora', 'llegar', 'correo', 'diciendomar', 'cuente', 'experiencia', 'poder', 'hablar', 'telefono', 'recomeir', 'cmr', 'fácil', 'hackear', 'solo', 'tomar', 'didi', 'listo']",1,-1,Bateria,"156,61,893,1749,1762,8,1198,1026,1786,465,1784,64,62,21,1118,1781,1777,82,61,642,115,45,465,164,1198,66,113,1723,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Como siempre apple se caracteriza por buenos productos, en este caso regalo para mi esposa, feliz con su nuevo telefono, eso si, vale decir que viene con IOS 11 y si quieres pasar tu antigua info de manera espejo, debes actualizarlo primero a la 15, para luego si hacer las transferencia, lo demás todo ok",siempre apple caracterizar buen producto caso regalo esposa feliz nuevo telefono valer decir venir io quier pasar antiguo info manera espejo deber actualizar él primero luego hacer transferencia demá,0,"['siempre', 'apple', 'caracterizar', 'buen', 'producto', 'caso', 'regalo', 'esposa', 'feliz', 'nuevo', 'telefono', 'valer', 'decir', 'venir', 'io', 'quier', 'pasar', 'antiguo', 'info', 'manera', 'espejo', 'deber', 'actualizar', 'primero', 'luego', 'hacer', 'transferencia', 'demá']",1,1,Bateria,"112,55,1743,1,3,382,101,866,107,60,115,244,71,26,558,645,327,318,1168,362,644,203,992,185,386,48,2195,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Excelente pantalla Oled, nítida y muy bien iluminada, teléfono robusto de piezas premium. Cámara para fotos decente, para grabar vídeos es una maravilla, compatible con Dolby atmos y Dolby vision. O sea, sonido hi fi e imagen profesional. La batería es duradera, Apple ha mejorado harto en ese aspecto.",excelente pantalla oled nítido bien iluminado teléfono robusto pieza premium cámar foto decente grabar vídeo maravillo compatible dolby atmos dolby vision sonido imagen profesional bateer duradero apple mejorado harto aspecto,1,"['excelente', 'pantalla', 'oled', 'nítido', 'bien', 'iluminado', 'teléfono', 'robusto', 'pieza', 'premium', 'cámar', 'foto', 'decente', 'grabar', 'vídeo', 'maravillo', 'compatible', 'dolby', 'atmos', 'dolby', 'vision', 'sonido', 'imagen', 'profesional', 'bateer', 'duradero', 'apple', 'mejorado', 'harto', 'aspecto']",1,1,Bateria,"6,38,988,332,12,1148,33,1149,1152,561,88,4,801,682,681,305,662,823,1163,823,1164,184,31,1165,37,513,55,984,797,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño y peso son cómodos. Varias herramientas útiles para organizarse, buena cámara incluso en ambientes bien oscuros. Buen procesador, los juegos me han funcionado sin problemas. La batería dura lo suficiente para el día. Además tiene un diseño muy lindo, estoy contenta con la compra.",tamaño peso cómodo varios herramienta útil organizar él buen cámara incluso ambiente bien oscuro buen procesador juegos funcionado problema bateer duro suficiente día además diseño lindo contentar compra,1,"['tamaño', 'peso', 'cómodo', 'varios', 'herramienta', 'útil', 'organizar', 'buen', 'cámara', 'incluso', 'ambiente', 'bien', 'oscuro', 'buen', 'procesador', 'juegos', 'funcionado', 'problema', 'bateer', 'duro', 'suficiente', 'día', 'además', 'diseño', 'lindo', 'contentar', 'compra']",1,-1,Bateria,"7,365,158,297,1166,364,599,1,20,287,794,12,793,1,140,255,474,74,37,41,234,28,116,70,99,128,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
