Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"En estos momentos es una muy buena opción, la verdad funciona muy bien, la batería dura un montón, se desenvuelve muy rápido entre aplicaciones, aprovecha el 5G, el uso de esim y el Face ID es muy cómodo . Muy contento con el celular.",momento buen opción verdad funcionar bien bateer duro montón desenvuelve rápido aplicación aprovechar uso esim facir cómodo contento celular,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 2 años,"El telefono llegó malo. Lo encendí y la pantalla quedo verde.Me indican que tengo que esperar 12 dias hábiles, para que el servicio técnico, corrobore que no fue golpeado, mientras tanto  tengo que esperar. Es una verguenza.",telefono llegar malo encender pantalla quedo verdeme indicar esperar dia hábil servicio técnico corroborar golpeado mientras esperar verguenza,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Soy usuaria habitual de iPhone y se aprecian algunas mejoras en cuanto al rendimiento de la batería y calidad de la cámara lo demás se iguala con las otras versiones , llevo 1 mes de uso del equipo y no he tenido problemas",usuaria habitual iphone apreciar mejora cuanto rendimiento bateer calidad cámaro demá igual versión llevar mes uso equipo problema,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Cumple las características esperadas, el rendimiento es súper fluido, la cámara es de una resolución súper definida en este producto, y su diseño da una imagen de elegancia que lo hace aún más completo. Excelente Compra.",cumplir característica esperado rendimiento súper fluido cámar resolución súper definido producto diseño imagen elegancio hacer aún completo excelente compra,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Cambié el iPhone 11 por el 13 y las mayores diferencias son que este último es más liviano, la batería dura más y la pantalla OLED se ve mejor. El IOS 15 hace lo suyo. La cámara con las nuevas funciones también cumplen.",cambié iphonar mayor diferencia último liviano bateer duro pantalla oled mejor io hacer cámara nuevo función cumplir,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El producto llegó rápido y no tengo objeción lo que si, mi compra fue por días del black out y confié en las 10 cuotas y luego en la compra aparece el interés, por ende estoy en proceso de devolución si no hay solución",producto llegar rápido objeción compra días black out confié cuota luego compra aparecer interés endir proceso devolución solución,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Yo pase de un iPhone XR al 13 y se nota bastante la diferencia, las camara saca fotos de muy buena calidad, la carga me dura todo el día y el tamaño es perfecto, ni muy grande, ni muy chico y viene con bastante memoria",pase iphonar nota bastante diferencia camar sacar foto buen calidad carga duro día tamaño perfecto grande chico venir bastante memorio,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"iPhone como siempre es lo mejor en teléfonos de calidad. Rápido. Resistente. Suave para tocar la pantalla. Software avanzado en todo sentido, muy intuitivo para usar. Seguridad anti rastreadores de internet. Perfecto.",iphonar siempre mejor teléfono calidad rápido resistente suave tocar pantalla software avanzado intuitivo usar seguridad anti rastreador internet perfecto,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente imagen, dura bastante la batería, el color es hermoso. Aproveché las 10 cuotas precio contado, además en falabella estaba a un bajo precio comparado con otras tiendas, según características del producto.",excelente imagen duro bastante bateer color hermoso aproveché cuota precio contado además falabella bajo precio comparado tienda según característica producto,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Me encanto el telefono, la estetica y los materiales con los que esta construido son muy buenos, amplia variedad de colores. En cuanto al sofware sigo eligiendo IOS ya que a mi parecer es mas fluido que android",encanto telefono estetico material construido buen amplio variedad color cuanto sofware seguir elegir io parecer mas fluido android,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Me encanto el color de la parte posterior del celular, incluso es mas bonito de como se ve en la pagina, tamaño super cómodo,es igual como lo describen, y lo mas genial es que la batería dura mas de 24 horas...",encanto color parte posterior celular incluso mas bonito pagina tamaño super cómodo igual describir mas genial batería duro mas hora,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Hacía poco había tenido la oportunidad de tener un iPhone 11, pero este realmente lo superó por mucho. Es increíble el salto de calidad en todo aspecto, especialmente en la cámara y batería. Lo recomiendo 100%",hacer oportunidad tener iphone realmente superar increíble salto calidad aspecto especialmente cámara batería recomeir,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Mi experiencia con mi Iphone es genial,excelente camara,muy comodo al usarlo y hermoso esteticamente,recomendable al 100%,por precio y calidad solo Falabella me dio laposibilidad de temer este fabuloso equipo.",experiencia iphonar genialexcelente camaramuy comodo usar él hermoso esteticamenterecomendable precio calidad solo falabella dar laposibilidad temer fabuloso equipo,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"El celular es hermoso y de buena calidad, la cámara excelente, me encanta todo, a pesar de que demoraron en la entrega del producto y me senti un poco disgustada pero respecto al equipo hasta ahora todo bien",celular hermoso buen calidad cámaro excelente encanto pesar demorar entrega producto senti disgustado respecto equipo ahora bien,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es un celular muy bonito, del tamaño Justo. Sus funciones depende obviamente para lo que necesites . Yo como diseñadora lo encuentro perfecto. Organizo mi agenda, busco diseños, saca increíbles fotos.",celular bonito tamaño justo función depender obviamente necesit diseñadoro encontrar perfecto organizo agenda buscar diseño sacar increíble foto,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El tamaño es perfecto, su color es igual a la fotografía y cumple con todas las características descritas en el producto.Me encanto completamente!!!Su cámara es demasiado bueno Lo recomiendo!!!",tamaño perfecto color igual fotografía cumplir todo característica descrito productome encanto completamentesu cámar demasiado bueno recomeir,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Las fotos fueron buenas para dimensionar lo que sería el teléfono en la mano, ya que sus bordes son rectangulares y no ovalados como los iphone de menor generación.Tiene buen peso.Esta muy bacan",foto buena dimensionar teléfono mano borde rectangular ovalado iphonar menor generacióntienir buen pesoesta bacar,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Iphone 13 tienen una tremenda cámara, buen tamaño y este lo compramos en una tienda física de Falabella pero por internet (un vendedor nos ayudo) con una super oferta con la tarjeta Falabella.",iphonar tremendo cámara buen tamaño comprar tienda físico falabella internet vendedor ayudo super oferta tarjeto falabella,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Me encanta mi celular, lo compré hace algunos meses y es genial, fotos excelentes, muy nítidas, videos de buena calidad, lo uso para el trabajo y en general no hay muchos virus para iphone",encantar celular compré hacer mes genial foto excelente nítida video buen calidad uso trabajo general virus iphonar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Hasta el momento la batería se ha comportado bien con aplicaciones que requieren de un gran consumo de esta, los gráficos y el tiempo de respuesta son idóneos, por ahora ningún defecto",momento bateer comportado bien aplicación requerir gran consumo gráfico tiempo respuesta idóneo ahora ninguno defecto,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"iPhone 13 excelente, demasiado rápido, la carga dura mucho más de 12 horas. Lo uso además para jugar online, en horario de trabajo, y como entretenimiento de música, película y videos.",iphonar excelente demasiado rápido carga duro hora uso además jugar online horario trabajo entretenimiento música películo video,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy buen equipo! Excelente resolucion en la camara! Cambia mucho del 11 que tenia ahora al 13, peso liviano, tamaño acorde y la bateria le dura muchisimo! Levanta muy bien la red 5G",buen equipo excelente resolucion camar cambia tenia ahora peso liviano tamaño acorde bateria duro muchisimo levantar bien red,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El equipo es una tremenda inversión, en calidad, seguridad, es fácil de usar, el tamaño es perfecto ni grande ni pequeño, y corresponde a las medidas ofrecidas por el fabricante.",equipo tremendo inversión calidad seguridad fácil usar tamaño perfecto grande pequeño corresponder medida ofrecido fabricante,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,1 de 5 estrellas.,hace un mes,"Despacho super tardío sin ninguna explicación, el envase viene sin sello de celofán (no sé si lo trae) además lo tiraron por arriba de la reja y no viene xon protección plástica.",despachar super tardío ninguno explicación envase venir sello celofán traer además tirar arriba rejo venir xon protección plástico,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Adquirí este producto hace aproximadamente un mes y hasta ahora se ha comportado impecablemente, llego en el horario y fecha indicado, así que estoy muy conforme con la compra.",adquirir producto hacer aproximadamente mes ahora comportado impecablemente llego horario fecha indicado así conforme compra,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 2 años,"Pasaron 12 meses y se reventó el parlante y no escucho absolutamente nada cuando me llaman , espero que la garantía lo cubra . Primera vez que tengo un iPhone con problemas .",pasar mes reventar parlante escuchar absolutamente llamar esperar garantía cobrar primero vez iphonar problema,NEG
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Llevo un poco más de una semana usándolo y muy rápido, pasé del iPhone 11 al 13 y se notan los cambios, hasta el momento funciona muy bien, buena batería, excelente camara",llevar semana usándolo rápido pasar iphone notar cambio momento funcionar bien buen batería excelente camar,POS
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente, entrega en la fecha que corresponde, el teléfono muy muy bueno! Me encanto, muy buena compra, hasta el momento no he tenido ni un inconveniente con el teléfono.",excelente entrega fecho corresponder teléfono bueno encanto buen compra momento inconveniente teléfono,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Retiro del producto rápido y sin demoras, producto igual al anuncio, buen tamaño, color excelente, hasta ahora buen desempeño, cumple con lo requerido, lo recomiendo 100%",retirar producto rápido demora producto igual anuncio buen tamaño color excelente ahora buen desempeño cumplir requerido recomeir,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,"Compre este celular pero no me gustó por el tamaño de la pantalla, estaba acostumbrado a utilizar pantallas más grandes, así que lo tuve que cambiar por el iPhone 13 PRO",compre celular gustar tamaño pantalla acostumbrado utilizar pantalla grande así cambiar iphone pro,NEU
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente compra y feliz con el producto, la vendedora que me atendió un 10,  amorosa simpatica,  proactiva,  buen elemento para falabella. MILA,  es el nombre de ella.",excelente compra feliz producto vendedoro atender amoroso simpatico proactivo buen elemento falabella mila nombre,POS
